grid_position,driver_name,car,qualifying_time,season,round
15,Sergio  Perez  PER,Force India Mercedes,1:47.575,2014,14
16,Romain  Grosjean  GRO,Lotus Renault,1:47.812,2014,14
17,Adrian  Sutil  SUT,Sauber Ferrari,1:48.324,2014,14
18,Pastor  Maldonado  MAL,Lotus Renault,1:49.063,2014,14
19,Jules  Bianchi  BIA,Marussia Ferrari,1:49.440,2014,14
20,Kamui  Kobayashi  KOB,Caterham Renault,1:50.405,2014,14
21,Max  Chilton  CHI,Marussia Ferrari,1:50.473,2014,14
22,Marcus  Ericsson  ERI,Caterham Renault,1:52.287,2014,14
1,Nico  Rosberg  ROS,Mercedes,1:32.506,2014,15
2,Lewis  Hamilton  HAM,Mercedes,1:32.703,2014,15
3,Valtteri  Bottas  BOT,Williams Mercedes,1:33.128,2014,15
4,Felipe  Massa  MAS,Williams Mercedes,1:33.527,2014,15
5,Fernando  Alonso  ALO,Ferrari,1:33.740,2014,15
6,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:34.075,2014,15
7,Kevin  Magnussen  MAG,McLaren Mercedes,1:34.242,2014,15
8,Jenson  Button  BUT,McLaren Mercedes,1:34.317,2014,15
9,Sebastian  Vettel  VET,Red Bull Racing Renault,1:34.432,2014,15
10,Kimi  Räikkönen  RAI,Ferrari,1:34.548,2014,15
11,Sergio  Perez  PER,Force India Mercedes,1:35.089,2014,15
12,Daniil  Kvyat  KVY,STR Renault,1:35.092,2014,15
13,Nico  Hulkenberg  HUL,Force India Mercedes,1:35.099,2014,15
14,Adrian  Sutil  SUT,Sauber Ferrari,1:35.364,2014,15
15,Esteban  Gutierrez GUT,Sauber Ferrari,1:35.681,2014,15
16,Romain  Grosjean  GRO,Lotus Renault,1:35.984,2014,15
17,Marcus  Ericsson  ERI,Caterham Renault,1:36.813,2014,15
18,Jules  Bianchi  BIA,Marussia Ferrari,1:36.943,2014,15
19,Kamui  Kobayashi  KOB,Caterham Renault,1:37.015,2014,15
20,Jean-Eric  Vergne  VER,STR Renault,1:34.984,2014,15
21,Max  Chilton  CHI,Marussia Ferrari,1:37.481,2014,15
22,Pastor  Maldonado  MAL,Lotus Renault,1:35.917,2014,15
1,Lewis  Hamilton  HAM,Mercedes,1:38.513,2014,16
2,Nico  Rosberg  ROS,Mercedes,1:38.713,2014,16
3,Valtteri  Bottas  BOT,Williams Mercedes,1:38.920,2014,16
4,Jenson  Button  BUT,McLaren Mercedes,1:39.121,2014,16
5,Daniil  Kvyat  KVY,STR Renault,1:39.277,2014,16
6,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:39.635,2014,16
7,Fernando  Alonso  ALO,Ferrari,1:39.709,2014,16
8,Kimi  Räikkönen  RAI,Ferrari,1:39.771,2014,16
9,Jean-Eric  Vergne  VER,STR Renault,1:40.020,2014,16
10,Sebastian  Vettel  VET,Red Bull Racing Renault,1:40.052,2014,16
11,Kevin  Magnussen  MAG,McLaren Mercedes,1:39.629,2014,16
12,Sergio  Perez  PER,Force India Mercedes,1:40.163,2014,16
13,Esteban  Gutierrez GUT,Sauber Ferrari,1:40.536,2014,16
14,Adrian  Sutil  SUT,Sauber Ferrari,1:40.984,2014,16
15,Romain  Grosjean  GRO,Lotus Renault,1:41.397,2014,16
16,Marcus  Ericsson  ERI,Caterham Renault,1:42.648,2014,16
17,Nico  Hulkenberg  HUL,Force India Mercedes,1:40.058,2014,16
18,Felipe  Massa  MAS,Williams Mercedes,1:43.064,2014,16
19,Kamui  Kobayashi  KOB,Caterham Renault,1:43.166,2014,16
20,Max  Chilton  CHI,Marussia Ferrari,1:43.649,2014,16
21,Pastor  Maldonado  MAL,Lotus Renault,1:43.205,2014,16
1,Nico  Rosberg  ROS,Mercedes,1:36.067,2014,17
2,Lewis  Hamilton  HAM,Mercedes,1:36.443,2014,17
3,Valtteri  Bottas  BOT,Williams Mercedes,1:36.906,2014,17
4,Felipe  Massa  MAS,Williams Mercedes,1:37.205,2014,17
5,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:37.244,2014,17
6,Fernando  Alonso  ALO,Ferrari,1:37.610,2014,17
7,Kevin  Magnussen  MAG,McLaren Mercedes,1:37.706,2014,17
8,Kimi  Räikkönen  RAI,Ferrari,1:37.804,2014,17
9,Adrian  Sutil  SUT,Sauber Ferrari,1:38.810,2014,17
10,Pastor  Maldonado  MAL,Lotus Renault,1:38.467,2014,17
11,Sergio  Perez  PER,Force India Mercedes,1:38.554,2014,17
12,Jenson  Button  BUT,McLaren Mercedes,1:37.655,2014,17
13,Nico  Hulkenberg  HUL,Force India Mercedes,1:38.598,2014,17
14,Jean-Eric  Vergne  VER,STR Renault,1:39.250,2014,17
15,Esteban  Gutierrez GUT,Sauber Ferrari,1:39.555,2014,17
16,Romain  Grosjean  GRO,Lotus Renault,1:39.679,2014,17
17,Daniil  Kvyat  KVY,STR Renault,1:38.699,2014,17
1,Nico  Rosberg  ROS,Mercedes,1:10.023,2014,18
2,Lewis  Hamilton  HAM,Mercedes,1:10.056,2014,18
3,Felipe  Massa  MAS,Williams Mercedes,1:10.247,2014,18
4,Valtteri  Bottas  BOT,Williams Mercedes,1:10.305,2014,18
5,Jenson  Button  BUT,McLaren Mercedes,1:10.930,2014,18
6,Sebastian  Vettel  VET,Red Bull Racing Renault,1:10.938,2014,18
7,Kevin  Magnussen  MAG,McLaren Mercedes,1:10.969,2014,18
8,Fernando  Alonso  ALO,Ferrari,1:10.977,2014,18
9,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:11.075,2014,18
10,Kimi  Räikkönen  RAI,Ferrari,1:11.099,2014,18
11,Esteban  Gutierrez GUT,Sauber Ferrari,1:11.591,2014,18
12,Nico  Hulkenberg  HUL,Force India Mercedes,1:11.976,2014,18
13,Adrian  Sutil  SUT,Sauber Ferrari,1:12.099,2014,18
14,Romain  Grosjean  GRO,Lotus Renault,1:12.037,2014,18
15,Jean-Eric  Vergne  VER,STR Renault,1:12.040,2014,18
16,Pastor  Maldonado  MAL,Lotus Renault,1:12.233,2014,18
17,Daniil  Kvyat  KVY,STR Renault,,2014,18
18,Sergio  Perez  PER,Force India Mercedes,1:12.076,2014,18
1,Nico  Rosberg  ROS,Mercedes,1:40.480,2014,19
2,Lewis  Hamilton  HAM,Mercedes,1:40.866,2014,19
3,Valtteri  Bottas  BOT,Williams Mercedes,1:41.025,2014,19
4,Felipe  Massa  MAS,Williams Mercedes,1:41.119,2014,19
5,Daniil  Kvyat  KVY,STR Renault,1:41.908,2014,19
6,Jenson  Button  BUT,McLaren Mercedes,1:41.964,2014,19
7,Kimi  Räikkönen  RAI,Ferrari,1:42.236,2014,19
8,Fernando  Alonso  ALO,Ferrari,1:42.866,2014,19
9,Kevin  Magnussen  MAG,McLaren Mercedes,1:42.198,2014,19
10,Jean-Eric  Vergne  VER,STR Renault,1:42.207,2014,19
11,Sergio  Perez  PER,Force India Mercedes,1:42.239,2014,19
12,Nico  Hulkenberg  HUL,Force India Mercedes,1:42.384,2014,19
13,Adrian  Sutil  SUT,Sauber Ferrari,1:43.074,2014,19
14,Esteban  Gutierrez GUT,Sauber Ferrari,1:42.819,2014,19
15,Pastor  Maldonado  MAL,Lotus Renault,1:42.860,2014,19
16,Kamui  Kobayashi  KOB,Caterham Renault,1:44.540,2014,19
17,Will  Stevens  STE,Caterham Renault,1:45.095,2014,19
18,Romain  Grosjean  GRO,Lotus Renault,1:42.768,2014,19
1,Lewis  Hamilton  HAM,Mercedes,1:26.327,2015,1
2,Nico  Rosberg  ROS,Mercedes,1:26.921,2015,1
3,Felipe  Massa  MAS,Williams Mercedes,1:27.718,2015,1
4,Sebastian  Vettel  VET,Ferrari,1:27.757,2015,1
5,Kimi  Räikkönen  RAI,Ferrari,1:27.790,2015,1
6,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:28.329,2015,1
7,Carlos  Sainz  SAI,STR Renault,1:28.510,2015,1
8,Romain  Grosjean  GRO,Lotus Mercedes,1:28.560,2015,1
9,Pastor  Maldonado  MAL,Lotus Mercedes,1:29.480,2015,1
10,Felipe  Nasr  NAS,Sauber Ferrari,1:28.800,2015,1
11,Max  Verstappen  VER,STR Renault,1:28.868,2015,1
12,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:29.070,2015,1
13,Nico  Hulkenberg  HUL,Force India Mercedes,1:29.208,2015,1
14,Sergio  Perez  PER,Force India Mercedes,1:29.209,2015,1
15,Marcus  Ericsson  ERI,Sauber Ferrari,1:31.376,2015,1
16,Jenson  Button  BUT,McLaren Honda,1:31.422,2015,1
17,Kevin  Magnussen  MAG,McLaren Honda,1:32.037,2015,1
1,Lewis  Hamilton  HAM,Mercedes,1:49.834,2015,2
2,Sebastian  Vettel  VET,Ferrari,1:49.908,2015,2
3,Nico  Rosberg  ROS,Mercedes,1:50.299,2015,2
4,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:51.541,2015,2
5,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:51.951,2015,2
6,Max  Verstappen  VER,STR Renault,1:51.981,2015,2
7,Felipe  Massa  MAS,Williams Mercedes,1:52.473,2015,2
8,Valtteri  Bottas  BOT,Williams Mercedes,1:53.179,2015,2
9,Marcus  Ericsson  ERI,Sauber Ferrari,1:53.261,2015,2
10,Romain  Grosjean  GRO,Lotus Mercedes,1:52.981,2015,2
11,Kimi  Räikkönen  RAI,Ferrari,1:42.173,2015,2
12,Pastor  Maldonado  MAL,Lotus Mercedes,1:42.198,2015,2
13,Nico  Hulkenberg  HUL,Force India Mercedes,1:43.023,2015,2
14,Sergio  Perez  PER,Force India Mercedes,1:43.469,2015,2
15,Carlos  Sainz  SAI,STR Renault,1:43.701,2015,2
16,Felipe  Nasr  NAS,Sauber Ferrari,1:41.308,2015,2
17,Jenson  Button  BUT,McLaren Honda,1:41.636,2015,2
18,Fernando  Alonso  ALO,McLaren Honda,1:41.746,2015,2
19,Roberto  Merhi  MER,Marussia Ferrari,1:46.677,2015,2
1,Lewis  Hamilton  HAM,Mercedes,1:35.782,2015,3
2,Nico  Rosberg  ROS,Mercedes,1:35.824,2015,3
3,Sebastian  Vettel  VET,Ferrari,1:36.687,2015,3
4,Felipe  Massa  MAS,Williams Mercedes,1:36.954,2015,3
5,Valtteri  Bottas  BOT,Williams Mercedes,1:37.143,2015,3
6,Kimi  Räikkönen  RAI,Ferrari,1:37.232,2015,3
7,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:37.540,2015,3
8,Romain  Grosjean  GRO,Lotus Mercedes,1:37.905,2015,3
9,Felipe  Nasr  NAS,Sauber Ferrari,1:38.067,2015,3
10,Marcus  Ericsson  ERI,Sauber Ferrari,1:38.158,2015,3
11,Pastor  Maldonado  MAL,Lotus Mercedes,1:38.134,2015,3
12,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:38.209,2015,3
13,Max  Verstappen  VER,STR Renault,1:38.393,2015,3
14,Carlos  Sainz  SAI,STR Renault,1:38.538,2015,3
15,Sergio  Perez  PER,Force India Mercedes,1:39.290,2015,3
16,Nico  Hulkenberg  HUL,Force India Mercedes,1:39.216,2015,3
17,Jenson  Button  BUT,McLaren Honda,1:39.276,2015,3
18,Fernando  Alonso  ALO,McLaren Honda,1:39.280,2015,3
19,Will  Stevens  STE,Marussia Ferrari,1:42.091,2015,3
20,Roberto  Merhi  MER,Marussia Ferrari,1:42.842,2015,3
1,Lewis  Hamilton  HAM,Mercedes,1:32.571,2015,4
2,Sebastian  Vettel  VET,Ferrari,1:32.982,2015,4
3,Nico  Rosberg  ROS,Mercedes,1:33.129,2015,4
4,Kimi  Räikkönen  RAI,Ferrari,1:33.227,2015,4
5,Valtteri  Bottas  BOT,Williams Mercedes,1:33.381,2015,4
6,Felipe  Massa  MAS,Williams Mercedes,1:33.744,2015,4
7,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:33.832,2015,4
8,Nico  Hulkenberg  HUL,Force India Mercedes,1:34.450,2015,4
9,Carlos  Sainz  SAI,STR Renault,1:34.462,2015,4
10,Romain  Grosjean  GRO,Lotus Mercedes,1:34.484,2015,4
11,Sergio  Perez  PER,Force India Mercedes,1:34.704,2015,4
12,Felipe  Nasr  NAS,Sauber Ferrari,1:34.737,2015,4
13,Marcus  Ericsson  ERI,Sauber Ferrari,1:35.034,2015,4
14,Fernando  Alonso  ALO,McLaren Honda,1:35.039,2015,4
15,Max  Verstappen  VER,STR Renault,1:35.103,2015,4
16,Pastor  Maldonado  MAL,Lotus Mercedes,1:35.677,2015,4
17,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:35.800,2015,4
18,Will  Stevens  STE,Marussia Ferrari,1:38.713,2015,4
19,Roberto  Merhi  MER,Marussia Ferrari,1:39.722,2015,4
20,Jenson  Button  BUT,McLaren Honda,,2015,4
1,Nico  Rosberg  ROS,Mercedes,1:24.681,2015,5
2,Lewis  Hamilton  HAM,Mercedes,1:24.948,2015,5
3,Sebastian  Vettel  VET,Ferrari,1:25.458,2015,5
4,Valtteri  Bottas  BOT,Williams Mercedes,1:25.694,2015,5
5,Carlos  Sainz  SAI,STR Renault,1:26.136,2015,5
6,Max  Verstappen  VER,STR Renault,1:26.249,2015,5
7,Kimi  Räikkönen  RAI,Ferrari,1:26.414,2015,5
8,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:26.629,2015,5
9,Felipe  Massa  MAS,Williams Mercedes,1:26.757,2015,5
10,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:26.770,2015,5
11,Romain  Grosjean  GRO,Lotus Mercedes,1:27.375,2015,5
12,Pastor  Maldonado  MAL,Lotus Mercedes,1:27.450,2015,5
13,Fernando  Alonso  ALO,McLaren Honda,1:27.760,2015,5
14,Jenson  Button  BUT,McLaren Honda,1:27.854,2015,5
15,Felipe  Nasr  NAS,Sauber Ferrari,1:28.005,2015,5
16,Marcus  Ericsson  ERI,Sauber Ferrari,1:28.112,2015,5
17,Nico  Hulkenberg  HUL,Force India Mercedes,1:28.365,2015,5
18,Sergio  Perez  PER,Force India Mercedes,1:28.442,2015,5
19,Will  Stevens  STE,Marussia Ferrari,1:31.200,2015,5
20,Roberto  Merhi  MER,Marussia Ferrari,1:32.038,2015,5
1,Lewis  Hamilton  HAM,Mercedes,1:15.098,2015,6
2,Nico  Rosberg  ROS,Mercedes,1:15.440,2015,6
3,Sebastian  Vettel  VET,Ferrari,1:15.849,2015,6
4,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:16.041,2015,6
5,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:16.182,2015,6
6,Kimi  Räikkönen  RAI,Ferrari,1:16.427,2015,6
7,Sergio  Perez  PER,Force India Mercedes,1:16.808,2015,6
8,Pastor  Maldonado  MAL,Lotus Mercedes,1:16.946,2015,6
9,Max  Verstappen  VER,STR Renault,1:16.957,2015,6
10,Jenson  Button  BUT,McLaren Honda,1:17.093,2015,6
11,Nico  Hulkenberg  HUL,Force India Mercedes,1:17.193,2015,6
12,Felipe  Massa  MAS,Williams Mercedes,1:17.278,2015,6
13,Fernando  Alonso  ALO,McLaren Honda,1:26.632,2015,6
14,Felipe  Nasr  NAS,Sauber Ferrari,1:18.101,2015,6
15,Romain  Grosjean  GRO,Lotus Mercedes,1:17.007,2015,6
16,Valtteri  Bottas  BOT,Williams Mercedes,1:18.434,2015,6
17,Marcus  Ericsson  ERI,Sauber Ferrari,1:18.513,2015,6
18,Will  Stevens  STE,Marussia Ferrari,1:20.655,2015,6
19,Roberto  Merhi  MER,Marussia Ferrari,1:20.904,2015,6
1,Lewis  Hamilton  HAM,Mercedes,1:14.393,2015,7
2,Nico  Rosberg  ROS,Mercedes,1:14.702,2015,7
3,Kimi  Räikkönen  RAI,Ferrari,1:15.014,2015,7
4,Valtteri  Bottas  BOT,Williams Mercedes,1:15.102,2015,7
5,Romain  Grosjean  GRO,Lotus Mercedes,1:15.194,2015,7
6,Pastor  Maldonado  MAL,Lotus Mercedes,1:15.329,2015,7
7,Nico  Hulkenberg  HUL,Force India Mercedes,1:15.614,2015,7
8,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:16.079,2015,7
9,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:16.114,2015,7
10,Sergio  Perez  PER,Force India Mercedes,1:16.338,2015,7
11,Carlos  Sainz  SAI,STR Renault,1:16.042,2015,7
12,Marcus  Ericsson  ERI,Sauber Ferrari,1:16.262,2015,7
13,Fernando  Alonso  ALO,McLaren Honda,1:16.276,2015,7
14,Felipe  Nasr  NAS,Sauber Ferrari,1:16.620,2015,7
15,Felipe  Massa  MAS,Williams Mercedes,1:17.886,2015,7
16,Roberto  Merhi  MER,Marussia Ferrari,1:19.133,2015,7
17,Will  Stevens  STE,Marussia Ferrari,1:19.157,2015,7
18,Sebastian  Vettel  VET,Ferrari,1:17.344,2015,7
19,Max  Verstappen  VER,STR Renault,1:16.245,2015,7
20,Jenson  Button  BUT,McLaren Honda,,2015,7
1,Lewis  Hamilton  HAM,Mercedes,1:08.455,2015,8
2,Nico  Rosberg  ROS,Mercedes,1:08.634,2015,8
3,Sebastian  Vettel  VET,Ferrari,1:08.810,2015,8
4,Felipe  Massa  MAS,Williams Mercedes,1:09.192,2015,8
5,Nico  Hulkenberg  HUL,Force India Mercedes,1:09.278,2015,8
6,Valtteri  Bottas  BOT,Williams Mercedes,1:09.319,2015,8
7,Max  Verstappen  VER,STR Renault,1:09.612,2015,8
8,Felipe  Nasr  NAS,Sauber Ferrari,1:09.652,2015,8
9,Romain  Grosjean  GRO,Lotus Mercedes,1:09.920,2015,8
10,Pastor  Maldonado  MAL,Lotus Mercedes,1:10.374,2015,8
11,Marcus  Ericsson  ERI,Sauber Ferrari,1:10.426,2015,8
12,Carlos  Sainz  SAI,STR Renault,1:10.465,2015,8
13,Sergio  Perez  PER,Force India Mercedes,1:12.522,2015,8
14,Kimi  Räikkönen  RAI,Ferrari,1:12.867,2015,8
15,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:09.694,2015,8
16,Roberto  Merhi  MER,Marussia Ferrari,1:14.071,2015,8
17,Will  Stevens  STE,Marussia Ferrari,1:15.368,2015,8
18,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:10.482,2015,8
19,Fernando  Alonso  ALO,McLaren Honda,1:10.736,2015,8
20,Jenson  Button  BUT,McLaren Honda,1:12.632,2015,8
1,Lewis  Hamilton  HAM,Mercedes,1:32.248,2015,9
2,Nico  Rosberg  ROS,Mercedes,1:32.361,2015,9
3,Felipe  Massa  MAS,Williams Mercedes,1:33.085,2015,9
4,Valtteri  Bottas  BOT,Williams Mercedes,1:33.149,2015,9
5,Kimi  Räikkönen  RAI,Ferrari,1:33.379,2015,9
6,Sebastian  Vettel  VET,Ferrari,1:33.547,2015,9
7,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:33.636,2015,9
8,Carlos  Sainz  SAI,STR Renault,1:33.649,2015,9
9,Nico  Hulkenberg  HUL,Force India Mercedes,1:33.673,2015,9
10,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:33.943,2015,9
11,Sergio  Perez  PER,Force India Mercedes,1:34.268,2015,9
12,Romain  Grosjean  GRO,Lotus Mercedes,1:34.430,2015,9
13,Max  Verstappen  VER,STR Renault,1:34.502,2015,9
14,Pastor  Maldonado  MAL,Lotus Mercedes,1:34.511,2015,9
15,Marcus  Ericsson  ERI,Sauber Ferrari,1:34.868,2015,9
16,Felipe  Nasr  NAS,Sauber Ferrari,1:34.888,2015,9
17,Fernando  Alonso  ALO,McLaren Honda,1:34.959,2015,9
18,Jenson  Button  BUT,McLaren Honda,1:35.207,2015,9
19,Will  Stevens  STE,Marussia Ferrari,1:37.364,2015,9
20,Roberto  Merhi  MER,Marussia Ferrari,1:39.377,2015,9
1,Lewis  Hamilton  HAM,Mercedes,1:22.020,2015,10
2,Nico  Rosberg  ROS,Mercedes,1:22.595,2015,10
3,Sebastian  Vettel  VET,Ferrari,1:22.739,2015,10
4,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:22.774,2015,10
5,Kimi  Räikkönen  RAI,Ferrari,1:23.020,2015,10
6,Valtteri  Bottas  BOT,Williams Mercedes,1:23.222,2015,10
7,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:23.332,2015,10
8,Felipe  Massa  MAS,Williams Mercedes,1:23.537,2015,10
9,Max  Verstappen  VER,STR Renault,1:23.679,2015,10
10,Romain  Grosjean  GRO,Lotus Mercedes,1:24.181,2015,10
11,Nico  Hulkenberg  HUL,Force India Mercedes,1:23.826,2015,10
12,Carlos  Sainz  SAI,STR Renault,1:23.869,2015,10
13,Sergio  Perez  PER,Force India Mercedes,1:24.461,2015,10
14,Pastor  Maldonado  MAL,Lotus Mercedes,1:24.609,2015,10
15,Fernando  Alonso  ALO,McLaren Honda,,2015,10
16,Jenson  Button  BUT,McLaren Honda,1:24.739,2015,10
17,Marcus  Ericsson  ERI,Sauber Ferrari,1:24.843,2015,10
18,Felipe  Nasr  NAS,Sauber Ferrari,1:24.997,2015,10
19,Roberto  Merhi  MER,Marussia Ferrari,1:27.416,2015,10
20,Will  Stevens  STE,Marussia Ferrari,1:27.949,2015,10
1,Lewis  Hamilton  HAM,Mercedes,1:47.197,2015,11
2,Nico  Rosberg  ROS,Mercedes,1:47.655,2015,11
3,Valtteri  Bottas  BOT,Williams Mercedes,1:48.537,2015,11
4,Sergio  Perez  PER,Force India Mercedes,1:48.599,2015,11
5,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:48.639,2015,11
6,Felipe  Massa  MAS,Williams Mercedes,1:48.685,2015,11
7,Pastor  Maldonado  MAL,Lotus Mercedes,1:48.754,2015,11
8,Sebastian  Vettel  VET,Ferrari,1:48.825,2015,11
9,Romain  Grosjean  GRO,Lotus Mercedes,1:48.561,2015,11
10,Carlos  Sainz  SAI,STR Renault,1:49.771,2015,11
11,Nico  Hulkenberg  HUL,Force India Mercedes,1:49.121,2015,11
12,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:49.228,2015,11
13,Marcus  Ericsson  ERI,Sauber Ferrari,1:49.586,2015,11
14,Felipe  Nasr  NAS,Sauber Ferrari,1:49.952,2015,11
15,Will  Stevens  STE,Marussia Ferrari,1:52.948,2015,11
16,Kimi  Räikkönen  RAI,Ferrari,,2015,11
17,Roberto  Merhi  MER,Marussia Ferrari,1:53.099,2015,11
18,Max  Verstappen  VER,STR Renault,,2015,11
19,Jenson  Button  BUT,McLaren Honda,1:50.978,2015,11
20,Fernando  Alonso  ALO,McLaren Honda,1:51.420,2015,11
1,Lewis  Hamilton  HAM,Mercedes,1:23.397,2015,12
2,Kimi  Räikkönen  RAI,Ferrari,1:23.631,2015,12
3,Sebastian  Vettel  VET,Ferrari,1:23.685,2015,12
4,Nico  Rosberg  ROS,Mercedes,1:23.703,2015,12
5,Felipe  Massa  MAS,Williams Mercedes,1:23.940,2015,12
6,Valtteri  Bottas  BOT,Williams Mercedes,1:24.127,2015,12
7,Sergio  Perez  PER,Force India Mercedes,1:24.626,2015,12
8,Romain  Grosjean  GRO,Lotus Mercedes,1:25.054,2015,12
9,Nico  Hulkenberg  HUL,Force India Mercedes,1:25.317,2015,12
10,Pastor  Maldonado  MAL,Lotus Mercedes,1:24.525,2015,12
11,Felipe  Nasr  NAS,Sauber Ferrari,1:24.898,2015,12
12,Marcus  Ericsson  ERI,Sauber Ferrari,1:26.214,2015,12
13,Will  Stevens  STE,Marussia Ferrari,1:27.731,2015,12
14,Roberto  Merhi  MER,Marussia Ferrari,1:27.912,2015,12
15,Jenson  Button  BUT,McLaren Honda,1:26.058,2015,12
16,Fernando  Alonso  ALO,McLaren Honda,1:26.154,2015,12
17,Carlos  Sainz  SAI,STR Renault,1:25.618,2015,12
18,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:25.796,2015,12
19,Daniel  Ricciardo  RIC,Red Bull Racing Renault,,2015,12
20,Max  Verstappen  VER,STR Renault,,2015,12
1,Sebastian  Vettel  VET,Ferrari,1:43.885,2015,13
2,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:44.428,2015,13
3,Kimi  Räikkönen  RAI,Ferrari,1:44.667,2015,13
4,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:44.745,2015,13
5,Lewis  Hamilton  HAM,Mercedes,1:45.300,2015,13
6,Nico  Rosberg  ROS,Mercedes,1:45.415,2015,13
7,Valtteri  Bottas  BOT,Williams Mercedes,1:45.676,2015,13
8,Max  Verstappen  VER,STR Renault,1:45.798,2015,13
9,Felipe  Massa  MAS,Williams Mercedes,1:46.077,2015,13
10,Romain  Grosjean  GRO,Lotus Mercedes,1:46.413,2015,13
11,Nico  Hulkenberg  HUL,Force India Mercedes,1:46.305,2015,13
12,Fernando  Alonso  ALO,McLaren Honda,1:46.328,2015,13
13,Sergio  Perez  PER,Force India Mercedes,1:46.385,2015,13
14,Carlos  Sainz  SAI,STR Renault,1:46.894,2015,13
15,Jenson  Button  BUT,McLaren Honda,1:47.019,2015,13
16,Felipe  Nasr  NAS,Sauber Ferrari,1:46.965,2015,13
17,Marcus  Ericsson  ERI,Sauber Ferrari,1:47.088,2015,13
18,Pastor  Maldonado  MAL,Lotus Mercedes,1:47.323,2015,13
19,Will  Stevens  STE,Marussia Ferrari,1:51.021,2015,13
20,Alexander  Rossi  RSI,Marussia Ferrari,1:51.523,2015,13
1,Nico  Rosberg  ROS,Mercedes,1:32.584,2015,14
2,Lewis  Hamilton  HAM,Mercedes,1:32.660,2015,14
3,Valtteri  Bottas  BOT,Williams Mercedes,1:33.024,2015,14
4,Sebastian  Vettel  VET,Ferrari,1:33.245,2015,14
5,Felipe  Massa  MAS,Williams Mercedes,1:33.337,2015,14
6,Kimi  Räikkönen  RAI,Ferrari,1:33.347,2015,14
7,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:33.497,2015,14
8,Romain  Grosjean  GRO,Lotus Mercedes,1:33.967,2015,14
9,Sergio  Perez  PER,Force India Mercedes,,2015,14
10,Carlos  Sainz  SAI,STR Renault,1:34.453,2015,14
11,Pastor  Maldonado  MAL,Lotus Mercedes,1:34.497,2015,14
12,Fernando  Alonso  ALO,McLaren Honda,1:34.785,2015,14
13,Nico  Hulkenberg  HUL,Force India Mercedes,1:34.390,2015,14
14,Jenson  Button  BUT,McLaren Honda,1:35.664,2015,14
15,Marcus  Ericsson  ERI,Sauber Ferrari,1:35.673,2015,14
16,Felipe  Nasr  NAS,Sauber Ferrari,1:35.760,2015,14
17,Max  Verstappen  VER,STR Renault,,2015,14
18,Will  Stevens  STE,Marussia Ferrari,1:38.783,2015,14
19,Alexander  Rossi  RSI,Marussia Ferrari,1:47.114,2015,14
1,Nico  Rosberg  ROS,Mercedes,1:37.113,2015,15
2,Lewis  Hamilton  HAM,Mercedes,1:37.433,2015,15
3,Valtteri  Bottas  BOT,Williams Mercedes,1:37.912,2015,15
4,Sebastian  Vettel  VET,Ferrari,1:37.965,2015,15
5,Kimi  Räikkönen  RAI,Ferrari,1:38.348,2015,15
6,Nico  Hulkenberg  HUL,Force India Mercedes,1:38.659,2015,15
7,Sergio  Perez  PER,Force India Mercedes,1:38.691,2015,15
8,Romain  Grosjean  GRO,Lotus Mercedes,1:38.787,2015,15
9,Max  Verstappen  VER,STR Renault,1:38.924,2015,15
10,Daniel  Ricciardo  RIC,Red Bull Racing Renault,1:39.728,2015,15
11,Daniil  Kvyat  KVY,Red Bull Racing Renault,1:39.214,2015,15
12,Felipe  Nasr  NAS,Sauber Ferrari,1:39.323,2015,15
13,Jenson  Button  BUT,McLaren Honda,1:39.763,2015,15
14,Pastor  Maldonado  MAL,Lotus Mercedes,1:39.811,2015,15
15,Felipe  Massa  MAS,Williams Mercedes,1:39.895,2015,15
